WD22CD_proposed,English,French,Portuguese,Spanish,Italian,German,Polish,Romanian,Lithuanian,Bulgarian,Albanian,Russian,Turkish,Arabic,Persian/Farsi,Urdu,Bengali (with Sylheti and Chatgaya),Tamil,Cantonese Chinese,Vietnamese,Somali,Akan,Yoruba,Other Languages
E05013714,87.06887983301858,1.3318755590895537,0.5069078620415466,0.36775668422622004,0.3379385746943644,0.05963621906371136,0.7156346287645363,0.10933306828347082,0.48702912235364276,0.15902991750323028,0.4472716429778352,0.2981810953185568,1.0336944637709968,0.6162409303250174,0.18884802703508596,0.08945432859556704,0.17890865719113408,1.9878739687903786,0.13915117781532652,0.21866613656694164,0.2882417254746049,0.21866613656694164,0.21866613656694164,2.9321141039658096
E05013715,85.65631974031244,1.595996483397579,0.635693514573612,1.0076418475688105,0.4463379995942382,0.5883546358287685,0.8859133022249273,0.1487793331980794,0.1284912423074322,0.317846757286806,0.6289308176100629,0.3313721512139041,0.7709474538445932,0.20964360587002095,0.1284912423074322,0.10144045445323595,0.18259281801582472,0.8182863325894366,0.2907959694326097,0.20964360587002095,0.1487793331980794,0.06762696963549063,0.17583012105227563,4.524244268614324
E05013716,82.94759412246957,2.0369552878854766,0.9900990099009901,1.5135271488932334,0.8261335687708898,0.8261335687708898,1.3054171659204137,0.1324336255281579,0.2648672510563158,0.19549725673204263,0.15135271488932334,0.36576906098253137,0.6747808538815665,0.3027054297786467,0.12612726240776945,0.17657816737087723,0.2522545248155389,0.36576906098253137,0.2774799772970928,0.30901179289903513,0.23333543545437346,0.15135271488932334,0.2774799772970928,5.297345021126315
E05013717,85.05538640927641,0.8810001943382781,0.5959707196994235,0.4210662693528535,0.5959707196994235,0.25911770421714064,1.0623825872902766,0.19433827816285548,0.414588326747425,0.05830148344885664,0.44697803977456757,0.6477942605428516,1.1465958411608472,0.21377210597914104,0.30446330245514025,0.29798535984971175,0.31094124506056875,3.064066852367688,0.14251473731942735,0.19433827816285548,0.30446330245514025,0.12955885210857032,0.34333095808771136,2.9150741724428326
E05013718,86.3321554770318,1.1519434628975265,0.5017667844522968,1.0247349823321554,0.8480565371024735,0.4876325088339223,2.0424028268551235,0.303886925795053,0.2332155477031802,0.11307420494699646,0.18374558303886926,0.1625441696113074,0.9257950530035336,0.3462897526501767,0.15547703180212014,0.3321554770318021,0.1413427561837456,0.6289752650176679,0.08480565371024736,0.1696113074204947,0.0989399293286219,0.13427561837455831,0.13427561837455831,3.4628975265017687
E05013719,74.26454565264764,2.397036391370669,1.263891915449989,1.4019031016198156,0.7626933972543037,0.3341323454637902,1.3583206217767125,0.26149487905861846,0.530253504757754,0.15980242609137793,0.4503522917120651,0.4140335585094792,0.6827921842086148,0.7191109174112007,0.5084622648362025,0.2397036391370669,0.6319459577249945,0.7045834241301664,0.8789133435025787,1.8232004067698118,0.9152320767051645,0.36318733202585896,0.6174184644439602,8.316989903392171
E05013720,88.49325337331334,0.6621689155422289,0.43103448275862066,0.4185407296351824,0.22488755622188905,0.19990004997501248,0.8933033483258371,0.23738130934532733,0.443528235882059,0.09995002498750624,0.29985007496251875,0.22488755622188905,1.0744627686156922,0.3373313343328336,0.20614692653673164,0.10619690154922538,0.23738130934532733,2.2426286856571713,0.062468765617191405,0.062468765617191405,0.14992503748125938,0.19365317341329336,0.20614692653673164,2.4925037481259364
E05013721,73.29883074563925,2.7027027027027026,1.7251293847038527,1.63887291546866,1.1213341000575043,0.44086639831320684,1.7922177496645582,0.27793751198006517,0.6037952846463485,0.22043319915660342,0.6133793367835921,0.7858922752539774,0.718803910293272,0.5367069196856431,0.3929461376269887,0.12459267778416715,0.41211424190147594,0.6325474410580794,0.6996358060187847,1.667625071880391,1.025493578685068,0.5750431282346176,0.6996358060187847,7.293463676442399
E05013722,85.27969294192907,1.4926434003838225,0.6539199658824366,0.7392138744757979,0.5828417087213021,0.39093041438623927,1.6561233918544318,0.2061269457672898,0.27009737721231075,0.7534295259080247,0.4904399744118274,0.23455824863174354,0.5544104058568484,0.35539128580567203,0.2061269457672898,0.19901912005117633,0.1421565143222688,0.6112730115857559,0.30563650579287793,0.1208330371739285,0.241666074347857,0.2558817257800839,0.2061269457672898,4.051460658184661
E05013723,86.32604429492571,0.9461732548359967,0.6097560975609756,0.5256518082422204,0.23829548640313988,0.16119988786094758,1.2195121951219512,0.21026072329688814,0.9601906363891225,0.26633024950939166,0.42052144659377627,0.23829548640313988,1.1914774320156996,0.3153910849453322,0.3854779927109616,0.16820857863751051,0.23829548640313988,1.583964115503224,0.1471825063078217,0.13316512475469583,0.112139052425007,0.24530417717970282,0.2593215587328287,3.0978413232408197
E05013724,84.23772609819122,1.5448897685414262,0.5992632910000549,0.6707350596514376,0.3408653581835175,0.25839793281653745,1.5174006267524327,0.24740227610094012,0.32986970146792016,0.04948045522018803,0.3078783880367255,0.43982626862389357,0.9896091044037605,0.3023805596789268,0.24190444774314146,0.1979218208807521,0.17043267909175874,2.699433723679147,0.20891747759634943,0.09346308208257738,0.2858870746055308,0.13194788058716808,0.3408653581835175,3.793501566881083
E05013725,80.60107519917094,1.5998445495174558,0.621801930176825,1.0687220674914177,0.5894164129801153,0.38214910292117366,2.5195932379040094,0.3432864822851221,0.6541874473735345,0.7319126886456376,0.48578275795064446,0.4015804132391994,0.8420234471144504,0.40805751667854134,0.15545048254420624,0.44044303387525097,0.2007902066195997,1.6387071701535074,0.1489733791048643,0.265561241013019,0.30442386164907054,0.10363365502947082,0.11011075846881274,5.382472958093139
E05013726,85.23088023088023,1.147186147186147,0.6782106782106783,1.13997113997114,0.5844155844155844,0.36075036075036077,1.3924963924963925,0.12987012987012986,0.5339105339105339,0.15873015873015872,0.22366522366522368,0.35353535353535354,0.8441558441558441,0.3318903318903319,0.2453102453102453,0.12987012987012986,0.3246753246753247,1.2265512265512266,0.17316017316017315,0.2958152958152958,0.26695526695526695,0.12265512265512266,0.2453102453102453,3.8600288600288613
