OA11CD,English,French,Portuguese,Spanish,Italian,German,Polish,Romanian,Lithuanian,Bulgarian,Albanian,Russian,Turkish,Arabic,Persian/Farsi,Urdu,Bengali (with Sylheti and Chatgaya),Tamil,Cantonese Chinese,Vietnamese,Somali,Akan,Yoruba,Other Languages
E00016403,70.57057057057057,3.003003003003003,2.7027027027027026,1.5015015015015014,0.3003003003003003,0.0,5.405405405405405,0.0,0.0,0.0,0.0,0.0,0.0,1.5015015015015014,0.0,0.0,0.6006006006006006,1.5015015015015014,0.0,1.5015015015015014,1.8018018018018018,2.1021021021021022,0.9009009009009009,6.606606606606606
E00016437,77.51479289940828,2.5641025641025643,0.0,1.7751479289940828,0.19723865877712032,0.0,0.39447731755424065,0.0,0.9861932938856016,0.0,2.366863905325444,0.0,0.39447731755424065,0.591715976331361,0.0,0.7889546351084813,0.0,0.19723865877712032,0.39447731755424065,3.747534516765286,0.19723865877712032,0.591715976331361,0.0,7.2978303747534525
E00016439,74.56647398843931,6.069364161849711,3.468208092485549,2.023121387283237,0.8670520231213873,0.28901734104046245,0.0,0.0,1.1560693641618498,0.28901734104046245,0.8670520231213873,0.28901734104046245,0.5780346820809249,0.0,1.7341040462427746,0.0,0.28901734104046245,0.8670520231213873,0.0,1.1560693641618498,1.1560693641618498,0.28901734104046245,0.28901734104046245,3.7572254335260116
E00016442,78.52760736196319,3.6809815950920246,1.5337423312883436,1.8404907975460123,1.2269938650306749,0.6134969325153374,1.2269938650306749,0.0,0.3067484662576687,0.3067484662576687,0.0,0.0,0.0,0.3067484662576687,0.3067484662576687,0.0,0.6134969325153374,1.5337423312883436,0.3067484662576687,2.7607361963190185,0.3067484662576687,0.0,1.8404907975460123,2.7607361963190185
E00016399,80.63063063063063,0.6756756756756757,0.45045045045045046,1.8018018018018018,0.9009009009009009,0.0,0.45045045045045046,0.22522522522522523,0.45045045045045046,0.0,1.3513513513513513,0.45045045045045046,0.6756756756756757,0.45045045045045046,1.5765765765765767,0.9009009009009009,0.0,0.0,0.0,2.7027027027027026,1.3513513513513513,0.9009009009009009,0.22522522522522523,3.8288288288288284
E00016401,70.88607594936708,4.746835443037975,0.0,2.2151898734177213,2.848101265822785,0.0,1.2658227848101267,0.0,0.6329113924050633,0.0,2.2151898734177213,0.6329113924050633,0.9493670886075949,0.31645569620253167,0.0,0.31645569620253167,0.0,0.9493670886075949,0.31645569620253167,0.9493670886075949,0.31645569620253167,0.31645569620253167,0.31645569620253167,9.810126582278482
E00016406,85.9375,1.875,0.3125,0.3125,0.9375,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,1.5625,0.0,0.0,0.0,0.0,1.25,1.875,1.25,0.9375,0.0,3.4375
E00016435,76.76767676767676,0.25252525252525254,2.525252525252525,1.7676767676767677,0.0,0.0,1.0101010101010102,0.0,0.5050505050505051,0.0,0.5050505050505051,0.7575757575757576,0.25252525252525254,0.7575757575757576,0.5050505050505051,0.25252525252525254,0.5050505050505051,0.7575757575757576,1.0101010101010102,3.0303030303030303,0.5050505050505051,0.0,0.7575757575757576,7.575757575757577
E00016395,76.78571428571429,4.285714285714286,1.0714285714285714,1.0714285714285714,2.5,0.7142857142857143,0.35714285714285715,1.7857142857142858,1.7857142857142858,0.35714285714285715,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,1.7857142857142858,0.0,0.35714285714285715,0.0,0.35714285714285715,0.35714285714285715,1.0714285714285714,4.642857142857143
E00016404,63.687150837988824,3.0726256983240225,2.793296089385475,1.9553072625698324,5.58659217877095,0.5586592178770949,2.2346368715083798,0.0,0.0,0.5586592178770949,1.3966480446927374,1.675977653631285,0.8379888268156425,0.0,0.27932960893854747,0.0,2.5139664804469275,0.0,1.9553072625698324,0.5586592178770949,0.0,0.0,0.27932960893854747,10.05586592178771
